"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","Nitrate+Nitrite as Nitrogen",2019-06-18 10:15:00,"NO3NO2N","T",0.15,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","Nitrogen",2019-06-18 10:15:00,"KN","T",0.15,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","Nitrogen, ammonia (As N)",2019-06-18 10:15:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-18 10:15:00,"KN","T",0.2,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","NITROGEN, NITRATE (AS N)",2019-06-18 10:15:00,"14797-55-8","T",0.15,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","NITROGEN, NITRITE",2019-06-18 10:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-18 10:15:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-06182019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-18 10:15:00,"7723-14-0","T",0.0121,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","Chlorophyll A",2019-07-02 10:30:00,"479-61-8","T",0.494,"ug/l",NA,"ug/l",0.078,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","Nitrate+Nitrite as Nitrogen",2019-07-02 10:30:00,"NO3NO2N","T",0.398,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","Nitrogen",2019-07-02 10:30:00,"KN","T",0.4,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","Nitrogen, ammonia (As N)",2019-07-02 10:30:00,"7664-41-7","T",0.0078,"mg/l",0.0036,"mg/l",0.005,"","R","Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-02 10:30:00,"KN","T",0.31,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","NITROGEN, NITRATE (AS N)",2019-07-02 10:30:00,"14797-55-8","T",0.398,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","NITROGEN, NITRITE",2019-07-02 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-02 10:30:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07022019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-02 10:30:00,"7723-14-0","T",0.0097,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","Chlorophyll A",2019-07-16 10:15:00,"479-61-8","T",0.911,"ug/l",NA,"ug/l",0.041,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","Nitrate+Nitrite as Nitrogen",2019-07-16 10:15:00,"NO3NO2N","T",0.839,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","Nitrogen",2019-07-16 10:15:00,"KN","T",0.84,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","Nitrogen, ammonia (As N)",2019-07-16 10:15:00,"7664-41-7","T",0.0116,"mg/l",0.0036,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-16 10:15:00,"KN","T",0.19,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","NITROGEN, NITRATE (AS N)",2019-07-16 10:15:00,"14797-55-8","T",0.839,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","NITROGEN, NITRITE",2019-07-16 10:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-16 10:15:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07162019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-16 10:15:00,"7723-14-0","T",0.0052,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","Chlorophyll A",2019-07-30 09:00:00,"479-61-8","T",0.679,"ug/l",NA,"ug/l",0.04,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","Nitrate+Nitrite as Nitrogen",2019-07-30 09:00:00,"NO3NO2N","T",0.641,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","Nitrogen",2019-07-30 09:00:00,"KN","T",0.64,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","Nitrogen, ammonia (As N)",2019-07-30 09:00:00,"7664-41-7","T",0.031,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-30 09:00:00,"KN","T",0.21,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","NITROGEN, NITRATE (AS N)",2019-07-30 09:00:00,"14797-55-8","T",0.641,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","NITROGEN, NITRITE",2019-07-30 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-30 09:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-07302019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-30 09:00:00,"7723-14-0","T",0.0093,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","Chlorophyll A",2019-08-13 10:30:00,"479-61-8","T",0.995,"ug/l",NA,"ug/l",0.047,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","Nitrate+Nitrite as Nitrogen",2019-08-13 10:30:00,"NO3NO2N","T",0.77,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","Nitrogen",2019-08-13 10:30:00,"7727-37-9","T",0.77,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","Nitrogen, ammonia (As N)",2019-08-13 10:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Accuracy error ; Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-13 10:30:00,"KN","T",0.16,"mg/l",0.1,"mg/l",0.1,"","R","Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","NITROGEN, NITRATE (AS N)",2019-08-13 10:30:00,"14797-55-8","T",0.77,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","NITROGEN, NITRITE",2019-08-13 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-13 10:30:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08132019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-13 10:30:00,"7723-14-0","T",0.0092,"mg/l",0.0036,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","Chlorophyll A",2019-08-27 10:00:00,"479-61-8","T",0.55,"ug/l",NA,"ug/l",0.041,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","Nitrate+Nitrite as Nitrogen",2019-08-27 10:00:00,"NO3NO2N","T",0.549,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","Nitrogen",2019-08-27 10:00:00,"7727-37-9","T",0.55,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","Nitrogen, ammonia (As N)",2019-08-27 10:00:00,"7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-27 10:00:00,"KN","T",0.2,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","NITROGEN, NITRATE (AS N)",2019-08-27 10:00:00,"14797-55-8","T",0.549,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","NITROGEN, NITRITE",2019-08-27 10:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Holding Time error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-27 10:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-08272019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-27 10:00:00,"7723-14-0","T",0.0076,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","Chlorophyll A",2019-09-09 10:15:00,"479-61-8","T",0.66,"ug/l",NA,"ug/l",0.042,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","Nitrate+Nitrite as Nitrogen",2019-09-09 10:15:00,"NO3NO2N","T",0.714,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error ; Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","Nitrogen",2019-09-09 10:15:00,"7727-37-9","T",0.71,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","Nitrogen, ammonia (As N)",2019-09-09 10:15:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-09 10:15:00,"KN","T",0.18,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","NITROGEN, NITRATE (AS N)",2019-09-09 10:15:00,"14797-55-8","T",0.714,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","NITROGEN, NITRITE",2019-09-09 10:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-09 10:15:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09092019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-09 10:15:00,"7723-14-0","T",0.0059,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","Chlorophyll A",2019-09-25 10:15:00,"479-61-8","T",0.847,"ug/l",NA,"ug/l",0.04,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","Nitrate+Nitrite as Nitrogen",2019-09-25 10:15:00,"NO3NO2N","T",0.755,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","Nitrogen",2019-09-25 10:15:00,"7727-37-9","T",0.76,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","Nitrogen, ammonia (As N)",2019-09-25 10:15:00,"7664-41-7","T",0.017,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-25 10:15:00,"KN","T",0.2,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","NITROGEN, NITRATE (AS N)",2019-09-25 10:15:00,"14797-55-8","T",0.755,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","NITROGEN, NITRITE",2019-09-25 10:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-25 10:15:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-09252019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-25 10:15:00,"7723-14-0","T",0.0065,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","Chlorophyll A",2019-10-03 10:50:00,"479-61-8","T",1.05,"ug/l",NA,"ug/l",0.039,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","Nitrate+Nitrite as Nitrogen",2019-10-03 10:50:00,"NO3NO2N","T",0.733,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","Nitrogen",2019-10-03 10:50:00,"7727-37-9","T",0.73,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","Nitrogen, ammonia (As N)",2019-10-03 10:50:00,"7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-03 10:50:00,"KN","T",0.14,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","NITROGEN, NITRATE (AS N)",2019-10-03 10:50:00,"14797-55-8","T",0.733,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","NITROGEN, NITRITE",2019-10-03 10:50:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-03 10:50:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10032019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-03 10:50:00,"7723-14-0","T",0.006,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","Chlorophyll A",2019-10-07 10:50:00,"479-61-8","T",0.606,"ug/l",NA,"ug/l",0.04,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","Nitrate+Nitrite as Nitrogen",2019-10-07 10:50:00,"NO3NO2N","T",0.592,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","Nitrogen",2019-10-07 10:50:00,"7727-37-9","T",0.59,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","Nitrogen, ammonia (As N)",2019-10-07 10:50:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-07 10:50:00,"KN","T",0.14,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","NITROGEN, NITRATE (AS N)",2019-10-07 10:50:00,"14797-55-8","T",0.592,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","NITROGEN, NITRITE",2019-10-07 10:50:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-07 10:50:00,"PDORTHO","D",0.0326,"mg/l",0.0049,"mg/l",0.005,"","R","Accuracy error ; Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10072019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-07 10:50:00,"7723-14-0","T",0.0053,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","Chlorophyll A",2019-10-24 11:00:00,"479-61-8","T",0.513,"ug/l",NA,"ug/l",0.0037,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","Nitrate+Nitrite as Nitrogen",2019-10-24 11:00:00,"NO3NO2N","T",0.291,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","Nitrogen",2019-10-24 11:00:00,"7727-37-9","T",0.29,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","Nitrogen, ammonia (As N)",2019-10-24 11:00:00,"7664-41-7","T",0.01,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-24 11:00:00,"KN","T",0.38,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error ; Precision error ; Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","NITROGEN, NITRATE (AS N)",2019-10-24 11:00:00,"14797-55-8","T",0.291,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","NITROGEN, NITRITE",2019-10-24 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-24 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-10242019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-24 11:00:00,"7723-14-0","T",0.0312,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","Chlorophyll A",2019-11-04 11:00:00,"479-61-8","T",3.78,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","Nitrate+Nitrite as Nitrogen",2019-11-04 11:00:00,"NO3NO2N","T",0.0847,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","Nitrogen",2019-11-04 11:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","Nitrogen, ammonia (As N)",2019-11-04 11:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","NITROGEN, KJELDAHL, TOTAL",2019-11-04 11:00:00,"KN","T",0.17,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error ; Precision error"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","NITROGEN, NITRATE (AS N)",2019-11-04 11:00:00,"14797-55-8","T",0.085,"mg/l",NA,"mg/l",0.01,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","NITROGEN, NITRITE",2019-11-04 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","Orthophosphate as Phosphorus, Dissolved",2019-11-04 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11042019-W","PHOSPHORUS, TOTAL (AS P)",2019-11-04 11:00:00,"7723-14-0","T",0.0131,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","Chlorophyll A",2019-11-19 11:25:00,"479-61-8","T",2.19,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","Nitrate+Nitrite as Nitrogen",2019-11-19 11:25:00,"NO3NO2N","T",0.125,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","Nitrogen",2019-11-19 11:25:00,"7727-37-9","T",0.12,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","Nitrogen, ammonia (As N)",2019-11-19 11:25:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","NITROGEN, KJELDAHL, TOTAL",2019-11-19 11:25:00,"KN","T",0.19,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error ; Precision error ; Result should be less than the total"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","NITROGEN, NITRATE (AS N)",2019-11-19 11:25:00,"14797-55-8","T",0.125,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","NITROGEN, NITRITE",2019-11-19 11:25:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","Orthophosphate as Phosphorus, Dissolved",2019-11-19 11:25:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SCHO-36.0","12-SCHO-36-11192019-W","PHOSPHORUS, TOTAL (AS P)",2019-11-19 11:25:00,"7723-14-0","T",0.0079,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","Chlorophyll A",2019-05-08 14:00:00,"479-61-8","T",5.27,"ug/l",NA,"ug/l",0.18,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","Nitrate+Nitrite as Nitrogen",2019-05-08 14:00:00,"NO3NO2N","T",0.281,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","Nitrogen",2019-05-08 14:00:00,"KN","T",0.28,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","Nitrogen, ammonia (As N)",2019-05-08 14:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","NITROGEN, KJELDAHL, TOTAL",2019-05-08 14:00:00,"KN","T",0.41,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","NITROGEN, NITRATE (AS N)",2019-05-08 14:00:00,"14797-55-8","T",0.263,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","NITROGEN, NITRITE",2019-05-08 14:00:00,"14797-65-0","T",0.018,"mg/l",0.007,"mg/l",0.01,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-08 14:00:00,"PDORTHO","D",0.0081,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-SHAK-0.1","12-SHAK-0.1-05082019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-08 14:00:00,"7723-14-0","T",0.0257,"mg/l",0.0036,"mg/l",0.005,"","A",""
